model_family,model_name,parameters_json,evaluation_users,precision_at_5,precision_at_10,recall_at_5,recall_at_10,hit_rate_at_5,hit_rate_at_10,ndcg_at_5,ndcg_at_10,mrr,map_at_10,median_positive_rank,mean_positive_rank,catalog_coverage_at_10,novelty_at_10,intra_list_diversity_at_10,average_recommended_popularity_at_10,long_tail_share_at_10,random_ndcg_at_10_sd
truncated_svd,svd_96_iter_15,"{""n_components"": 96, ""n_iter"": 15}",24968.0,0.02855655238705543,0.021419416853572574,0.14278276193527714,0.21419416853572573,0.14278276193527714,0.21419416853572573,0.092817675454228,0.11579334168981884,0.10464464601930837,0.0859634618025358,47.0,58.536086190323616,,,,,,
graph_personalized_pagerank,ppr_cosine_restart_0.15,"{""edge_weight"": ""cosine"", ""restart_probability"": 0.15}",24968.0,0.01968119192566485,0.01804309516180711,0.09840595962832425,0.18043095161807113,0.09840595962832425,0.18043095161807113,0.062240844279059494,0.08834986219494174,0.0821649075400705,0.06101808727870087,42.0,54.32545658442807,,,,,,
graph_personalized_pagerank,ppr_cosine_restart_0.30,"{""edge_weight"": ""cosine"", ""restart_probability"": 0.3}",24968.0,0.027242870874719643,0.024130887536046138,0.13621435437359822,0.2413088753604614,0.13621435437359822,0.2413088753604614,0.08896362516307386,0.12268810943228381,0.10812845864150009,0.08722296285276901,35.0,48.37716276834348,,,,,,
graph_personalized_pagerank,ppr_cosine_restart_0.50,"{""edge_weight"": ""cosine"", ""restart_probability"": 0.5}",24968.0,0.03342678628644665,0.027347004165331625,0.16713393143223326,0.27347004165331623,0.16713393143223326,0.27347004165331623,0.10718216298051222,0.14120235149604743,0.1227347430874467,0.1014611401005986,29.0,44.13297020185838,,,,,,
graph_personalized_pagerank,ppr_ppmi_restart_0.15,"{""edge_weight"": ""ppmi"", ""restart_probability"": 0.15}",24968.0,0.025672861262415893,0.02226850368471644,0.12836430631207946,0.22268503684716437,0.12836430631207946,0.22268503684716437,0.0796366018891391,0.1099885576900649,0.09751645452390705,0.0762569104326554,36.0,51.99435277154758,,,,,,
graph_personalized_pagerank,ppr_ppmi_restart_0.30,"{""edge_weight"": ""ppmi"", ""restart_probability"": 0.3}",24968.0,0.03149631528356296,0.025512656199935917,0.1574815764178148,0.2551265619993592,0.1574815764178148,0.2551265619993592,0.09904832224760897,0.13010578514162394,0.11357962951754963,0.09251314698687337,32.0,49.04293495674463,,,,,,
graph_personalized_pagerank,ppr_ppmi_restart_0.50,"{""edge_weight"": ""ppmi"", ""restart_probability"": 0.5}",24968.0,0.034051586030118555,0.027519224607497596,0.17025793015059276,0.27519224607497594,0.17025793015059276,0.27519224607497594,0.10856670652194503,0.14217334267851253,0.12280680282794246,0.10208621003137985,29.0,47.25488625440564,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.00_truncated_svd=0.00_graph_personalized_pagerank=0.25_training_popularity=0.75,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.25, ""item_item_cosine"": 0.0, ""training_popularity"": 0.75, ""truncated_svd"": 0.0}}",24968.0,0.005214674783723166,0.004962351810317206,0.02607337391861583,0.04962351810317206,0.02607337391861583,0.04962351810317206,0.012752894537086208,0.020141096013660865,0.027884890808593774,0.01142134948607233,82.0,77.86903236142263,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.00_truncated_svd=0.00_graph_personalized_pagerank=0.50_training_popularity=0.50,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.5, ""item_item_cosine"": 0.0, ""training_popularity"": 0.5, ""truncated_svd"": 0.0}}",24968.0,0.010453380326818328,0.011046139057994233,0.05226690163409164,0.11046139057994232,0.05226690163409164,0.11046139057994232,0.03180617939736997,0.05037282231683007,0.0533308369424599,0.032665033465057496,56.0,62.41012495994873,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.00_truncated_svd=0.00_graph_personalized_pagerank=0.75_training_popularity=0.25,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.75, ""item_item_cosine"": 0.0, ""training_popularity"": 0.25, ""truncated_svd"": 0.0}}",24968.0,0.018335469400833065,0.018535725728933035,0.09167734700416533,0.18535725728933033,0.09167734700416533,0.18535725728933033,0.05363171096940161,0.08340611552939174,0.07776132958578666,0.053314003829663885,33.0,50.74603492470362,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.00_truncated_svd=0.25_graph_personalized_pagerank=0.00_training_popularity=0.75,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.0, ""item_item_cosine"": 0.0, ""training_popularity"": 0.75, ""truncated_svd"": 0.25}}",24968.0,0.002387055430951618,0.002555270746555591,0.011935277154758091,0.02555270746555591,0.011935277154758091,0.02555270746555591,0.006922683173531166,0.011221924724773905,0.023563550462255917,0.007031826134277271,79.0,78.46551586030118,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.00_truncated_svd=0.25_graph_personalized_pagerank=0.25_training_popularity=0.50,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.25, ""item_item_cosine"": 0.0, ""training_popularity"": 0.5, ""truncated_svd"": 0.25}}",24968.0,0.01074975969240628,0.010481416212752323,0.0537487984620314,0.10481416212752323,0.0537487984620314,0.10481416212752323,0.03287413304558744,0.04921854120533719,0.052738020491144594,0.03274505652950062,61.0,63.30775392502403,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.00_truncated_svd=0.25_graph_personalized_pagerank=0.50_training_popularity=0.25,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.5, ""item_item_cosine"": 0.0, ""training_popularity"": 0.25, ""truncated_svd"": 0.25}}",24968.0,0.023349887856456263,0.02112303748798462,0.11674943928228132,0.2112303748798462,0.11674943928228132,0.2112303748798462,0.07193118131592117,0.1024105683250255,0.09334346902398646,0.06985258591314343,31.0,49.19168535725729,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.00_truncated_svd=0.25_graph_personalized_pagerank=0.75_training_popularity=0.00,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.75, ""item_item_cosine"": 0.0, ""training_popularity"": 0.0, ""truncated_svd"": 0.25}}",24968.0,0.033514899070810636,0.02706264017942967,0.1675744953540532,0.2706264017942967,0.1675744953540532,0.2706264017942967,0.10715951087613268,0.14023561289268496,0.12212004139077028,0.10085622294950233,28.0,46.196571611662925,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.00_truncated_svd=0.50_graph_personalized_pagerank=0.00_training_popularity=0.50,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.0, ""item_item_cosine"": 0.0, ""training_popularity"": 0.5, ""truncated_svd"": 0.5}}",24968.0,0.007553668695930792,0.00744152515219481,0.03776834347965396,0.0744152515219481,0.03776834347965396,0.0744152515219481,0.023581947419493945,0.03524732957257073,0.04280840282539797,0.023662843995870268,65.0,66.15375680871516,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.00_truncated_svd=0.50_graph_personalized_pagerank=0.25_training_popularity=0.25,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.25, ""item_item_cosine"": 0.0, ""training_popularity"": 0.25, ""truncated_svd"": 0.5}}",24968.0,0.023822492790772188,0.02024190964434476,0.11911246395386094,0.2024190964434476,0.11911246395386094,0.2024190964434476,0.0700176336296959,0.0967930348198666,0.08666214854910582,0.06493060323563367,38.0,51.45137776353733,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.00_truncated_svd=0.50_graph_personalized_pagerank=0.50_training_popularity=0.00,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.5, ""item_item_cosine"": 0.0, ""training_popularity"": 0.0, ""truncated_svd"": 0.5}}",24968.0,0.033322652995834666,0.026598045498237743,0.16661326497917334,0.26598045498237743,0.16661326497917334,0.26598045498237743,0.1043936977721223,0.13632197996792764,0.11751325241511834,0.09711406791168888,32.0,46.780599166933676,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.00_truncated_svd=0.75_graph_personalized_pagerank=0.00_training_popularity=0.25,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.0, ""item_item_cosine"": 0.0, ""training_popularity"": 0.25, ""truncated_svd"": 0.75}}",24968.0,0.016709388016661324,0.015976449855815443,0.08354694008330663,0.15976449855815444,0.08354694008330663,0.15976449855815444,0.04718488255302937,0.07173695005863394,0.06739423653543465,0.0456075522700803,43.0,55.142822813200894,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.00_truncated_svd=0.75_graph_personalized_pagerank=0.25_training_popularity=0.00,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.25, ""item_item_cosine"": 0.0, ""training_popularity"": 0.0, ""truncated_svd"": 0.75}}",24968.0,0.03270586350528677,0.02568888176866389,0.16352931752643385,0.2568888176866389,0.16352931752643385,0.2568888176866389,0.10449939498285787,0.13463641319231548,0.11789660607985956,0.09769649595927231,34.0,48.92746715796219,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.25_truncated_svd=0.00_graph_personalized_pagerank=0.00_training_popularity=0.75,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.0, ""item_item_cosine"": 0.25, ""training_popularity"": 0.75, ""truncated_svd"": 0.0}}",24968.0,0.006464274271066965,0.006360140980454983,0.032321371355334826,0.06360140980454983,0.032321371355334826,0.06360140980454983,0.01785212733736522,0.0278677966479385,0.03392127751275325,0.017205531016208683,78.0,75.45065684075617,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.25_truncated_svd=0.00_graph_personalized_pagerank=0.25_training_popularity=0.50,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.25, ""item_item_cosine"": 0.25, ""training_popularity"": 0.5, ""truncated_svd"": 0.0}}",24968.0,0.011342518423582184,0.011638897789170138,0.05671259211791092,0.11638897789170138,0.05671259211791092,0.11638897789170138,0.0336149946502739,0.05256941048568368,0.05527105810562994,0.033746147449687985,54.0,59.85108939442486,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.25_truncated_svd=0.00_graph_personalized_pagerank=0.50_training_popularity=0.25,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.5, ""item_item_cosine"": 0.25, ""training_popularity"": 0.25, ""truncated_svd"": 0.0}}",24968.0,0.018263377122717077,0.018852130727330985,0.09131688561358539,0.18852130727330985,0.09131688561358539,0.18852130727330985,0.053700487747340084,0.08455454892604686,0.07880284364632777,0.05394940444403757,32.0,48.945330022428706,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.25_truncated_svd=0.00_graph_personalized_pagerank=0.75_training_popularity=0.00,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.75, ""item_item_cosine"": 0.25, ""training_popularity"": 0.0, ""truncated_svd"": 0.0}}",24968.0,0.034804549823774435,0.027975809035565524,0.17402274911887217,0.27975809035565524,0.17402274911887217,0.27975809035565524,0.11072670008738057,0.14455070159099193,0.12456714312675932,0.10380045187999369,29.0,45.87808394745274,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.25_truncated_svd=0.25_graph_personalized_pagerank=0.00_training_popularity=0.50,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.0, ""item_item_cosine"": 0.25, ""training_popularity"": 0.5, ""truncated_svd"": 0.25}}",24968.0,0.011542774751682153,0.011694969561038129,0.057713873758410764,0.1169496956103813,0.057713873758410764,0.1169496956103813,0.03468153296168093,0.053673283610322184,0.055419077816809915,0.034922875884306516,58.0,60.68071131047741,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.25_truncated_svd=0.25_graph_personalized_pagerank=0.25_training_popularity=0.25,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.25, ""item_item_cosine"": 0.25, ""training_popularity"": 0.25, ""truncated_svd"": 0.25}}",24968.0,0.024110861903236143,0.02155158603011855,0.12055430951618071,0.21551586030118552,0.12055430951618071,0.21551586030118552,0.07329156111244765,0.1038891844312735,0.0945346031884649,0.07051948716579444,30.0,46.320730535084905,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.25_truncated_svd=0.25_graph_personalized_pagerank=0.50_training_popularity=0.00,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.5, ""item_item_cosine"": 0.25, ""training_popularity"": 0.0, ""truncated_svd"": 0.25}}",24968.0,0.03399551425825056,0.027258891380967636,0.1699775712912528,0.27258891380967637,0.1699775712912528,0.27258891380967637,0.10806197837050771,0.14101481578255262,0.1229205276920469,0.10124551489398494,28.0,44.195089714834985,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.25_truncated_svd=0.50_graph_personalized_pagerank=0.00_training_popularity=0.25,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.0, ""item_item_cosine"": 0.25, ""training_popularity"": 0.25, ""truncated_svd"": 0.5}}",24968.0,0.025304389618711953,0.020970842678628646,0.12652194809355977,0.20970842678628646,0.12652194809355977,0.20970842678628646,0.07388676265059174,0.10077959898242785,0.09005803050516557,0.06786488292315751,36.0,49.167013777635376,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.25_truncated_svd=0.50_graph_personalized_pagerank=0.25_training_popularity=0.00,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.25, ""item_item_cosine"": 0.25, ""training_popularity"": 0.0, ""truncated_svd"": 0.5}}",24968.0,0.03386735020826658,0.026722204421659724,0.16933675104133292,0.26722204421659723,0.16933675104133292,0.26722204421659723,0.1077648591616574,0.1393156518766174,0.12185416050805987,0.10065730166358972,31.0,44.44452899711631,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.25_truncated_svd=0.75_graph_personalized_pagerank=0.00_training_popularity=0.00,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.0, ""item_item_cosine"": 0.25, ""training_popularity"": 0.0, ""truncated_svd"": 0.75}}",24968.0,0.03299423261775072,0.026337712271707787,0.1649711630887536,0.26337712271707786,0.1649711630887536,0.26337712271707786,0.10430031530011732,0.1359780981979897,0.11814541970977394,0.09751122706906111,32.0,47.103732777955784,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.50_truncated_svd=0.00_graph_personalized_pagerank=0.00_training_popularity=0.50,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.0, ""item_item_cosine"": 0.5, ""training_popularity"": 0.5, ""truncated_svd"": 0.0}}",24968.0,0.012271707785966037,0.011979333546940083,0.06135853892983018,0.11979333546940084,0.06135853892983018,0.11979333546940084,0.03496834949695786,0.05360167848883256,0.05602202497461961,0.03395034533091246,51.0,57.3525712912528,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.50_truncated_svd=0.00_graph_personalized_pagerank=0.25_training_popularity=0.25,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.25, ""item_item_cosine"": 0.5, ""training_popularity"": 0.25, ""truncated_svd"": 0.0}}",24968.0,0.01869593079141301,0.020017622556872797,0.09347965395706505,0.20017622556872797,0.09347965395706505,0.20017622556872797,0.054624769873051544,0.08851593816883072,0.08055542623644531,0.055711008503583,30.0,46.168695930791415,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.50_truncated_svd=0.00_graph_personalized_pagerank=0.50_training_popularity=0.00,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.5, ""item_item_cosine"": 0.5, ""training_popularity"": 0.0, ""truncated_svd"": 0.0}}",24968.0,0.035157000961230374,0.02853252162768343,0.17578500480615186,0.2853252162768343,0.17578500480615186,0.2853252162768343,0.11087174633977069,0.14597929096244894,0.12488416338047,0.10393745263778906,28.0,43.79585869913489,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.50_truncated_svd=0.25_graph_personalized_pagerank=0.00_training_popularity=0.25,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.0, ""item_item_cosine"": 0.5, ""training_popularity"": 0.25, ""truncated_svd"": 0.25}}",24968.0,0.025344440884331944,0.021904037167574494,0.1267222044216597,0.21904037167574494,0.1267222044216597,0.21904037167574494,0.07576046434908563,0.10551425013780202,0.09630509922194565,0.07144222382427284,28.0,43.99755687279718,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.50_truncated_svd=0.25_graph_personalized_pagerank=0.25_training_popularity=0.00,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.25, ""item_item_cosine"": 0.5, ""training_popularity"": 0.0, ""truncated_svd"": 0.25}}",24968.0,0.03504485741749439,0.027455142582505608,0.17522428708747195,0.2745514258250561,0.17522428708747195,0.2745514258250561,0.11304130821441814,0.14495957577844656,0.12823017680523782,0.10584053938247305,26.0,41.66204742069849,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.50_truncated_svd=0.50_graph_personalized_pagerank=0.00_training_popularity=0.00,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.0, ""item_item_cosine"": 0.5, ""training_popularity"": 0.0, ""truncated_svd"": 0.5}}",24968.0,0.033651073373918615,0.027286927266901635,0.16825536686959308,0.27286927266901634,0.16825536686959308,0.27286927266901634,0.10801248663402638,0.14174261603756483,0.12388553135296117,0.10221488266886376,29.0,42.57677827619353,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.75_truncated_svd=0.00_graph_personalized_pagerank=0.00_training_popularity=0.25,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.0, ""item_item_cosine"": 0.75, ""training_popularity"": 0.25, ""truncated_svd"": 0.0}}",24968.0,0.019833386735020827,0.020838673502082666,0.09916693367510414,0.20838673502082666,0.09916693367510414,0.20838673502082666,0.05803707019485482,0.09273118088873045,0.08384752543720816,0.05875752709499906,29.0,44.22380647228452,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.75_truncated_svd=0.00_graph_personalized_pagerank=0.25_training_popularity=0.00,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.25, ""item_item_cosine"": 0.75, ""training_popularity"": 0.0, ""truncated_svd"": 0.0}}",24968.0,0.03595001602050625,0.02960990067286126,0.17975008010253124,0.2960990067286126,0.17975008010253124,0.2960990067286126,0.11687427375363729,0.15427152371251265,0.13276991509753547,0.11171172116181731,26.0,41.536686959307914,,,,,,
rank_normalized_hybrid,hybrid_item_item_cosine=0.75_truncated_svd=0.25_graph_personalized_pagerank=0.00_training_popularity=0.00,"{""normalization"": ""candidate_rank"", ""weights"": {""graph_personalized_pagerank"": 0.0, ""item_item_cosine"": 0.75, ""training_popularity"": 0.0, ""truncated_svd"": 0.25}}",24968.0,0.03538929830182634,0.02791973726369753,0.1769464915091317,0.2791973726369753,0.1769464915091317,0.2791973726369753,0.1144489883057321,0.14739473241547962,0.1305931518643735,0.1076191493365476,25.0,40.06111823133611,,,,,,
herd_mitigation_reranker,herd_mitigation_penalty_0.00,"{""base_hybrid"": ""hybrid_item_item_cosine=0.75_truncated_svd=0.00_graph_personalized_pagerank=0.25_training_popularity=0.00"", ""popularity_penalty"": 0.0}",24968.0,0.03595001602050625,0.02960990067286126,0.17975008010253124,0.2960990067286126,0.17975008010253124,0.2960990067286126,0.11687427375363729,0.15427152371251265,0.13276991509753547,0.11171172116181731,26.0,41.536686959307914,,,,,,
herd_mitigation_reranker,herd_mitigation_penalty_0.05,"{""base_hybrid"": ""hybrid_item_item_cosine=0.75_truncated_svd=0.00_graph_personalized_pagerank=0.25_training_popularity=0.00"", ""popularity_penalty"": 0.05}",24968.0,0.03703140019224607,0.0300184235821852,0.18515700096123036,0.300184235821852,0.18515700096123036,0.300184235821852,0.12088946992933329,0.15786606382228063,0.13594724783395976,0.11507919025241199,26.0,41.279718039090035,,,,,,
